agency_name,agency_abbrev,agency_type,subagency_name,subagency_abbrev,url,used_by,used_by_category,used_by_fte,dataset_name,dataset_url
Multiple city and local data sources,,City/County,General,,,Synthicity,Housing/Real Estate,10-Jan,"parcels, buildings, and zoning",
Multiple city and local data sources,,City/County,General,,,SpotCrime,Governance,Nov-50,local police record,
Multiple city and local data sources,,City/County,General,,,Revelstone,Governance,Nov-50,Municipal performance measures,
Multiple city and local data sources,,City/County,General,,,SeeClickFix,Governance,Nov-50,311 data,seeclickfix.com/open311
Multiple city and local data sources,,City/County,General,,,"Urban Mapping, Inc",Geospatial/Mapping,10-Jan,Neighborhood Boundaries,http://www.urbanmapping.com/neighborhood-boundaries.html
Multiple city and local data sources,,City/County,General,,,"Urban Mapping, Inc",Geospatial/Mapping,10-Jan,Airport Noise Contours,http://www.urbanmapping.com/case-study-noise-contours.html
Multiple city and local data sources,,City/County,General,,,Accela,Governance,"501-1,000",,
Multiple city and local data sources,,City/County,General,,,Walk Score,Lifestyle & Consumer,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Arrive Labs,Transportation,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Avalara,Finance & Investment,"501-1,000",,
Multiple city and local data sources,,City/County,General,,,Buildingeye,Housing/Real Estate,10-Jan,,
Multiple city and local data sources,,City/County,General,,,LoopNet,Housing/Real Estate,201-500,,
Multiple city and local data sources,,City/County,General,,,MapQuest,Geospatial/Mapping,51-200,,
Multiple city and local data sources,,City/County,General,,,NextBus,Transportation,Nov-50,,
Multiple city and local data sources,,City/County,General,,,OpenPlans,Governance,Nov-50,,
Multiple city and local data sources,,City/County,General,,,"Junar, Inc.",Data/Technology,10-Jan,,
Multiple city and local data sources,,City/County,General,,,realtor.com,Housing/Real Estate,"1,001-5,000",,
Multiple city and local data sources,,City/County,General,,,FindTheBest.com,Lifestyle & Consumer,51-200,,
Multiple city and local data sources,,City/County,General,,,Roadify Transit,Transportation,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Stamen Design,Geospatial/Mapping,NA,,
Multiple city and local data sources,,City/County,General,,,BuildFax,Business & Legal Services,Nov-50,,
Multiple city and local data sources,,City/County,General,,,Housefax,Housing/Real Estate,10-Jan,,
Multiple city and local data sources,,City/County,General,,,StreetEasy,Housing/Real Estate,Nov-50,,
Multiple city and local data sources,,City/County,General,,,HopStop,Transportation,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Mango Transit,Geospatial/Mapping,NA,,
Multiple city and local data sources,,City/County,General,,,optiGov,Governance,10-Jan,,
Multiple city and local data sources,,City/County,General,,,TransparaGov,Governance,Nov-50,,
Multiple city and local data sources,,City/County,General,,,Votizen,Governance,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Civic Insight,Housing/Real Estate,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Munetrix,Governance,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Google Maps,Geospatial/Mapping,"5,001-10,000",,
Multiple city and local data sources,,City/County,General,,,CitySourced,Governance,Nov-50,,
Multiple city and local data sources,,City/County,General,,,YourMapper,Geospatial/Mapping,10-Jan,,
Multiple city and local data sources,,City/County,General,,,Construction Monitor LLC,Housing/Real Estate,Nov-50,,
Multiple city and local data sources,,City/County,General,,,"Ontodia, Inc",Data/Technology,10-Jan,,
Multiple city and local data sources,,City/County,General,,,OpenCounter,Governance,10-Jan,,
Multiple city and local data sources,,City/County,General,,,"OpportunitySpace, Inc.",Housing/Real Estate,10-Jan,,
Multiple city and local data sources,,City/County,General,,,OpenGov,Governance,Nov-50,,
Multiple city and local data sources,,City/County,General,,,SmartProcure,Governance,Nov-50,,
Multiple city and local data sources,,City/County,General,,,CGI,Business & Legal Services,"10,001+",,
Multiple city and local data sources,,City/County,General,,,Socrata,Data/Technology,51-200,,
Multiple state data sources,,State,General,,,CARFAX,Transportation,"501-1,000",Data from all 50 state DMVs,
Multiple state data sources,,State,General,,,DataLogix,Data/Technology,201-500,Uses DMV data from states.,
Multiple state data sources,,State,General,,,Embark,Transportation,10-Jan,transportation system data,
Multiple state data sources,,State,General,,,Environmental Data Resources,Environment & Weather,51-200,"Uses environmental records, land use information, and bulding permit data from thousands of federal, state, tribal, and local sources",
Multiple state data sources,,State,General,,,Azavea,Geospatial/Mapping,Nov-50,Vermont Center for Geographic Information,http://catalog.data.gov/organization/vcgi-org
Multiple state data sources,,State,General,,,Level One Technologies,Data/Technology,10-Jan,"Provides Parrascope, software to help schools track relevant state spending.",
Multiple state data sources,,State,General,,,McGraw Hill Financial,Finance & Investment,"10,001+","Uses economic, demographic and building data",
Multiple state data sources,,State,General,,,"StreetCred Software, Inc",Governance,Nov-50,State police records,
Multiple state data sources,,State,General,,,"StreetCred Software, Inc",Governance,Nov-50,Municipal Records,
Multiple state data sources,,State,General,,,TrueCar,Transportation,201-500,uses state vehicle-registration offices data,
Multiple state data sources,,State,General,,,Avalara,Finance & Investment,"501-1,000",,
Multiple state data sources,,State,General,,,BaleFire Global,Data/Technology,10-Jan,,
Multiple state data sources,,State,General,,,Think Computer Corporation,Business & Legal Services,10-Jan,,
Multiple state data sources,,State,General,,,OptumInsight,Healthcare,"10,001+",,
Multiple state data sources,,State,General,,,R R Donnelley,Business & Legal Services,"10,001+",,
Multiple state data sources,,State,General,,,FindTheBest.com,Lifestyle & Consumer,51-200,,
Multiple state data sources,,State,General,,,Social Health Insights,Healthcare,10-Jan,,
Multiple state data sources,,State,General,,,TransparaGov,Governance,Nov-50,,
Multiple state data sources,,State,General,,,"FirstPoint, Inc.",Business & Legal Services,51-200,,
Multiple state data sources,,State,General,,,Munetrix,Governance,10-Jan,,
Multiple state data sources,,State,General,,,Construction Monitor LLC,Housing/Real Estate,Nov-50,,
Multiple state data sources,,State,General,,,OpenGov,Governance,Nov-50,,
Multiple state data sources,,State,General,,,SmartProcure,Governance,Nov-50,,
Multiple state data sources,,State,General,,,OnDeck,Finance & Investment,201-500,,
Multiple state data sources,,State,General,,,CGI,Business & Legal Services,"10,001+",,
Multiple state data sources,,State,General,,,Socrata,Data/Technology,51-200,,
Multiple federal data sources,,Federal,General,,,ASC Partners,Business & Legal Services,10-Jan,ASC works with Congressional Quarterly to bring the text of government efforts to address the financial crisis.,
Multiple federal data sources,,Federal,General,,,LegiStorm,Governance,10-Jan,Uses U.S. House and Senate public records.,
Multiple federal data sources,,Federal,General,,,Level One Technologies,Data/Technology,10-Jan,"Provides Parrascope, software to help schools track relevant federal spending.",
Multiple federal data sources,,Federal,General,,,Think Computer Corporation,Business & Legal Services,10-Jan,United States Supreme Court,
Multiple federal data sources,,Federal,General,,,Think Computer Corporation,Business & Legal Services,10-Jan,Government Printing Office (GPO),
Multiple federal data sources,,Federal,General,,,Way Better Patents,Business & Legal Services,10-Jan,USPS,
Multiple federal data sources,,Federal,General,,,Palantir Technologies,Data/Technology,"501-1,000",Uses datasets from data.gov,
Multiple federal data sources,,Federal,General,,,Quandl,Data/Technology,10-Jan,Uses all 24 US Bureaus and Agencies sources,
Multiple federal data sources,,Federal,General,,,NuCivic,Governance,Nov-50,Open Puerto Rico,http://abrepr.org/es/find-data
Multiple federal data sources,,Federal,General,,,IVES Group Inc,Data/Technology,Nov-50,Public Company Accounting Oversight Board (PCAOB),http://pcaobus.org/inspections/reports/pages/default.aspx
Multiple federal data sources,,Federal,General,,,Social Health Insights,Healthcare,10-Jan,USAspending.gov,http://usaspending.gov/
Multiple federal data sources,,Federal,General,,,Social Health Insights,Healthcare,10-Jan,FedBizOpps.gov,http://fbo.gov/
Multiple federal data sources,,Federal,General,,,Social Health Insights,Healthcare,10-Jan,Campaign Contribution and Lobbying Report,http://data.influenceexplorer.com/#
Multiple federal data sources,,Federal,General,,,POPVOX,Governance,10-Jan,Bills in Congress,Thomas.gov
Multiple federal data sources,,Federal,General,,,Copyright Clearance Center,Business & Legal Services,201-500,Library of Congress: US Copyright Office,
Multiple federal data sources,,Federal,General,,,Adaptive,Business & Legal Services,Nov-50,,
Multiple federal data sources,,Federal,General,,,Fidelity Investments,Finance & Investment,"10,001+",,
Multiple federal data sources,,Federal,General,,,BaleFire Global,Data/Technology,10-Jan,,
Multiple federal data sources,,Federal,General,,,Merrill Lynch,Finance & Investment,"10,001+",,
Multiple federal data sources,,Federal,General,,,OptumInsight,Healthcare,"10,001+",,
Multiple federal data sources,,Federal,General,,,OSIsoft,Data/Technology,"501-1,000",,
Multiple federal data sources,,Federal,General,,,R R Donnelley,Business & Legal Services,"10,001+",,
Multiple federal data sources,,Federal,General,,,T. Rowe Price,Finance & Investment,NA,,
Multiple federal data sources,,Federal,General,,,Zurich Insurance (Risk Room),Insurance,"10,001+",,
Multiple federal data sources,,Federal,General,,,McGraw Hill Financial,Finance & Investment,"10,001+",,
Multiple federal data sources,,Federal,General,,,FindTheBest.com,Lifestyle & Consumer,51-200,,
Multiple federal data sources,,Federal,General,,,Innography,Business & Legal Services,51-200,,
Multiple federal data sources,,Federal,General,,,Knowledge Agency,Research & Consulting,NA,,
Multiple federal data sources,,Federal,General,,,RAND Corporation,Research & Consulting,"1,001-5,000",,
Multiple federal data sources,,Federal,General,,,TopCoder,Data/Technology,51-200,,
Multiple federal data sources,,Federal,General,,,"FirstPoint, Inc.",Business & Legal Services,51-200,,
Multiple federal data sources,,Federal,General,,,Civic Impulse LLC,Governance,10-Jan,,
Multiple federal data sources,,Federal,General,,,"3 Round Stones, Inc.",Data/Technology,10-Jan,,
Multiple federal data sources,,Federal,General,,,PIXIA Corp,Data/Technology,51-200,,
Multiple federal data sources,,Federal,General,,,(Leg)Cyte,Governance,NA,,
Multiple federal data sources,,Federal,General,,,SmartProcure,Governance,Nov-50,,
Multiple federal data sources,,Federal,General,,,CGI,Business & Legal Services,"10,001+",,
Department of Defense,DOD,Federal,General,,http://catalog.data.gov/organization/usace-army-mil,Apextech LLC,Data/Technology,Nov-50,Accounting and Budgeting Data,
Department of Defense,DOD,Federal,General,,http://catalog.data.gov/organization/usace-army-mil,Apextech LLC,Data/Technology,Nov-50,US Department of Defense Accounting and Budgeting Data,
Department of Defense,DOD,Federal,General,,http://catalog.data.gov/organization/usace-army-mil,Informatica,Data/Technology,"1,001-5,000",Uses data from the intelligence community from state and local governments,
Department of Defense,DOD,Federal,Army Corps of Engineers,ACE,http://catalog.data.gov/organization/usace-army-mil,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Defense,DOD,Federal,Defense Logistics Agency,DLA,http://catalog.data.gov/organization/dla-mil,Vital Axiom | Niinja,Data/Technology,10-Jan,,
